,Pearson's r,Pearson's r (abs),p-value
reported,0.24363795433887916,0.24363795433887916,0.0
monitor,0.24357528460922429,0.24357528460922429,0.0
network dmn,-0.2434037650829535,0.2434037650829535,0.0
needed,0.24335642934784082,0.24335642934784082,0.0
preceded,0.24320662257326156,0.24320662257326156,0.0
linear model,0.2431841138023691,0.2431841138023691,0.0
deficient,0.24318261624491944,0.24318261624491944,0.0
fiber,0.24310565042179424,0.24310565042179424,0.0
associative,0.24309304207150473,0.24309304207150473,0.0
vary,0.24301697400287092,0.24301697400287092,0.0
memory tasks,0.24299348063315834,0.24299348063315834,0.0
blood,0.24296957672556632,0.24296957672556632,0.0
crucial role,0.24292105500321928,0.24292105500321928,0.0
affects,0.2428916690871023,0.2428916690871023,0.0
aimed,0.242787223231142,0.242787223231142,0.0
explain,0.24275530456365707,0.24275530456365707,0.0
illustrate,0.2427318388385937,0.2427318388385937,0.0
multimodal,0.24260249513223434,0.24260249513223434,0.0
structural functional,0.24247085944230454,0.24247085944230454,0.0
thirteen,0.2424093996873397,0.2424093996873397,0.0
damage,0.24237102125877552,0.24237102125877552,0.0
asked,0.24231841004941937,0.24231841004941937,0.0
existing,0.24230441002725667,0.24230441002725667,0.0
modulatory,0.24223291809308303,0.24223291809308303,0.0
identifying,0.2422086383728758,0.2422086383728758,0.0
healthy,0.2420139797561027,0.2420139797561027,0.0
long term,0.2420050522412808,0.2420050522412808,0.0
greater extent,0.24190427853428353,0.24190427853428353,0.0
cortex ppc,0.24188402168187903,0.24188402168187903,0.0
directed,0.2417438765462995,0.2417438765462995,0.0
differed,0.24173907576502948,0.24173907576502948,0.0
reduction,0.2417364840547556,0.2417364840547556,0.0
variable,0.24163161431173155,0.24163161431173155,0.0
previous functional,0.24161843703543207,0.24161843703543207,0.0
higher level,0.24157852671823066,0.24157852671823066,0.0
negative emotions,0.24154936787761566,0.24154936787761566,0.0
issue,0.2415024318564816,0.2415024318564816,0.0
everyday life,0.2413558065979173,0.2413558065979173,0.0
inferior temporal,0.24130634450952795,0.24130634450952795,0.0
little,0.24109884733748305,0.24109884733748305,0.0
adults,0.24079248673474707,0.24079248673474707,0.0
engaging,0.2407662434495879,0.2407662434495879,0.0
poorly,0.24074586427340983,0.24074586427340983,0.0
frequency,0.2406938655045835,0.2406938655045835,0.0
kinds,0.2406764226355391,0.2406764226355391,0.0
ppc,0.24055081076165458,0.24055081076165458,0.0
list,0.2405228887224678,0.2405228887224678,0.0
middle inferior,0.24051834270214423,0.24051834270214423,0.0
version,0.24049151884170256,0.24049151884170256,0.0
classified,0.2404689273508634,0.2404689273508634,0.0
parietal temporal,0.24024935946251444,0.24024935946251444,0.0
idea,0.2402352732784686,0.2402352732784686,0.0
determining,0.24017841147395455,0.24017841147395455,0.0
subsequently,0.24014652001282794,0.24014652001282794,0.0
remain,0.2399182185812326,0.2399182185812326,0.0
healthy young,0.23980204102215116,0.23980204102215116,0.0
cortex frontal,0.2397666422778682,0.2397666422778682,0.0
trial trial,0.23969392831121306,0.23969392831121306,0.0
held,0.23968271190610183,0.23968271190610183,0.0
outside,0.23964903064586585,0.23964903064586585,0.0
rate,0.23964265728184225,0.23964265728184225,0.0
behavioral evidence,0.23962122342968079,0.23962122342968079,0.0
bodily,0.23959621218499333,0.23959621218499333,0.0
pallidus,0.23954484982580215,0.23954484982580215,0.0
globus pallidus,0.23954484982580215,0.23954484982580215,0.0
globus,0.2395430077844399,0.2395430077844399,0.0
important role,0.23949873358172352,0.23949873358172352,0.0
classification,0.2393694876734319,0.2393694876734319,0.0
test,0.23936209018482132,0.23936209018482132,0.0
analyzed,0.239261695310538,0.239261695310538,0.0
conducted,0.2391918466909612,0.2391918466909612,0.0
sts,0.23916963890456563,0.23916963890456563,0.0
middle superior,0.23904219718630346,0.23904219718630346,0.0
mediating,0.23898376784088482,0.23898376784088482,0.0
sub,0.23890784966807388,0.23890784966807388,0.0
debate,0.2388101467761952,0.2388101467761952,0.0
inter individual,0.23878363839624794,0.23878363839624794,0.0
expressed,0.23872840230055878,0.23872840230055878,0.0
paradigms,0.23867069175370326,0.23867069175370326,0.0
reach,0.23857271574488964,0.23857271574488964,0.0
clusters,0.23852040613701417,0.23852040613701417,0.0
tactile,0.23824341377973443,0.23824341377973443,0.0
repetition suppression,0.23818604551851666,0.23818604551851666,0.0
purpose,0.23809945103759525,0.23809945103759525,0.0
executive functions,0.23798573195271297,0.23798573195271297,0.0
learned,0.23784465315530934,0.23784465315530934,0.0
distance,0.23783428795269407,0.23783428795269407,0.0
impaired,0.23783129393111482,0.23783129393111482,0.0
similarly,0.23758510675972475,0.23758510675972475,0.0
animal,0.23735569549583635,0.23735569549583635,0.0
binding,0.2373189408696702,0.2373189408696702,0.0
auditory stimuli,0.23731473090045013,0.23731473090045013,0.0
derived,0.23725223749952082,0.23725223749952082,0.0
sound,0.23723505427332797,0.23723505427332797,0.0
classical,0.23702625384208453,0.23702625384208453,0.0
large sample,0.2368125808061449,0.2368125808061449,0.0
days,0.23679012163177632,0.23679012163177632,0.0
employing,0.2367479023103575,0.2367479023103575,0.0
contingent,0.23671666574973904,0.23671666574973904,0.0
insula,0.23651820150202021,0.23651820150202021,0.0
increasingly,0.2364966050376502,0.2364966050376502,0.0
flexibly,0.23646241961797446,0.23646241961797446,0.0
lexical,0.23644075787002009,0.23644075787002009,0.0
structures involved,0.23643847435908466,0.23643847435908466,0.0
linking,0.23638708622235177,0.23638708622235177,0.0
limb,0.23631964994962018,0.23631964994962018,0.0
profiles,0.2363164420594008,0.2363164420594008,0.0
measures,0.23629984347640637,0.23629984347640637,0.0
dysfunctions,0.23627067406514535,0.23627067406514535,0.0
priori,0.2359971770834091,0.2359971770834091,0.0
better,0.23589363953668643,0.23589363953668643,0.0
require,0.23586265175728252,0.23586265175728252,0.0
capture,0.23572660516258936,0.23572660516258936,0.0
recovery,0.23572038553361874,0.23572038553361874,0.0
autobiographical memory,-0.23564922893997495,0.23564922893997495,0.0
define,0.23557043501188776,0.23557043501188776,0.0
studied,0.23548915033557571,0.23548915033557571,0.0
psts,0.2354822287103697,0.2354822287103697,0.0
functionally,0.23542735082716446,0.23542735082716446,0.0
poorly understood,0.23541690780578536,0.23541690780578536,0.0
cortex anterior,0.23537561297349827,0.23537561297349827,0.0
principle,0.23531841114053378,0.23531841114053378,0.0
importance,0.23526612837347172,0.23526612837347172,0.0
specificity,0.23526286709576621,0.23526286709576621,0.0
trigger,0.2352277822104533,0.2352277822104533,0.0
dmn,-0.2351992321880809,0.2351992321880809,0.0
produce,0.23497487952012186,0.23497487952012186,0.0
insular,0.23487775023154187,0.23487775023154187,0.0
act,0.2348182628732967,0.2348182628732967,0.0
visuo spatial,0.2348156061492834,0.2348156061492834,0.0
ratio,0.2346445546404334,0.2346445546404334,0.0
occipital lobe,0.2345847046245317,0.2345847046245317,0.0
methodology,0.23455595396621803,0.23455595396621803,0.0
directions,0.23449004791322223,0.23449004791322223,0.0
avoid,0.2344120885387394,0.2344120885387394,0.0
context,0.2343699442298275,0.2343699442298275,0.0
playing,0.23436102031053696,0.23436102031053696,0.0
measurements,0.2342109457008369,0.2342109457008369,0.0
enhancing,0.2341507235972747,0.2341507235972747,0.0
elevated,0.2341278806728761,0.2341278806728761,0.0
established,0.23401714052366795,0.23401714052366795,0.0
correlated,0.23399465372084377,0.23399465372084377,0.0
similarity,0.23398258874645278,0.23398258874645278,0.0
restricted,0.2339707239650481,0.2339707239650481,0.0
fewer,0.23388829707544087,0.23388829707544087,0.0
degree,0.2337931712037557,0.2337931712037557,0.0
insula anterior,0.23375034974344622,0.23375034974344622,0.0
allow,0.23367416406079974,0.23367416406079974,0.0
nucleus,0.2334905420409118,0.2334905420409118,0.0
physiological,0.23346294154753308,0.23346294154753308,0.0
broad,0.23344053226500575,0.23344053226500575,0.0
attenuated,0.2333376787726102,0.2333376787726102,0.0
processes involved,0.23333703843601644,0.23333703843601644,0.0
function,0.23324096866956068,0.23324096866956068,0.0
insular cortex,0.23320905665600647,0.23320905665600647,0.0
whilst,0.233171541492237,0.233171541492237,0.0
parametric mapping,0.2331025141550121,0.2331025141550121,0.0
majority,0.23297408568814185,0.23297408568814185,0.0
special,0.23292887388254535,0.23292887388254535,0.0
midbrain,0.23285689841479623,0.23285689841479623,0.0
highest,0.23280724005186496,0.23280724005186496,0.0
transition,0.2327719974240161,0.2327719974240161,0.0
word recognition,0.23275848837908977,0.23275848837908977,0.0
network,0.23274378498144804,0.23274378498144804,0.0
respective,0.23258405058599108,0.23258405058599108,0.0
possibility,0.23239314395654156,0.23239314395654156,0.0
regarding,0.23232422907903505,0.23232422907903505,0.0
highlight,0.23219849195793923,0.23219849195793923,0.0
species,0.23219473937139443,0.23219473937139443,0.0
predictors,0.23216051248727432,0.23216051248727432,0.0
populations,0.23209255532993986,0.23209255532993986,0.0
voxels,0.23206423947168303,0.23206423947168303,0.0
emotional information,0.2319940745986171,0.2319940745986171,0.0
frequently,0.23192882055265263,0.23192882055265263,0.0
spatiotemporal,0.23189244946625495,0.23189244946625495,0.0
words,0.2318211714277912,0.2318211714277912,0.0
simulation,0.23172997268874013,0.23172997268874013,0.0
16,0.2317294006313454,0.2317294006313454,0.0
gyrus stg,0.23160308922162748,0.23160308922162748,0.0
assessing,0.23148687471846505,0.23148687471846505,0.0
serves,0.23145431303022257,0.23145431303022257,0.0
striatal,0.23141189158004402,0.23141189158004402,0.0
relevance,0.23139076550882165,0.23139076550882165,0.0
interacts,0.2312488455912699,0.2312488455912699,0.0
cognitive neuroscience,0.23124347880629892,0.23124347880629892,0.0
formed,0.23119794876392544,0.23119794876392544,0.0
sense,0.2311794995096315,0.2311794995096315,0.0
zone,0.23115803110911975,0.23115803110911975,0.0
acquired,0.23112947847642146,0.23112947847642146,0.0
digit,0.23085454291440008,0.23085454291440008,0.0
emerging,0.23081233904873083,0.23081233904873083,0.0
typically developing,0.23075191076262275,0.23075191076262275,0.0
enables,0.23074210212646298,0.23074210212646298,0.0
presentations,0.2307282151080922,0.2307282151080922,0.0
posterior,0.23071457272533683,0.23071457272533683,0.0
tones,0.23070085031266552,0.23070085031266552,0.0
executive control,0.230636990593392,0.230636990593392,0.0
iii,0.2304869965936739,0.2304869965936739,0.0
individuals,0.2304494911400399,0.2304494911400399,0.0
relatively,0.23038700435448123,0.23038700435448123,0.0
emergence,0.2303587071057863,0.2303587071057863,0.0
fearful,0.23024489570866655,0.23024489570866655,0.0
causes,0.230232711722638,0.230232711722638,0.0
away,0.23022896169459015,0.23022896169459015,0.0
source,0.23013224802494567,0.23013224802494567,0.0
estimate,0.23012506049190895,0.23012506049190895,0.0
spl,0.2300874272320837,0.2300874272320837,0.0
frequencies,0.22997646712447914,0.22997646712447914,0.0
allocation,0.22986790460438997,0.22986790460438997,0.0
phenomena,0.2297743974342727,0.2297743974342727,0.0
reality,0.22974769963218478,0.22974769963218478,0.0
origin,0.22959832740183797,0.22959832740183797,0.0
broca,0.22958765954309285,0.22958765954309285,0.0
internal,0.22955674441694715,0.22955674441694715,0.0
motor task,0.22954328180759975,0.22954328180759975,0.0
reveals,0.2295062885946782,0.2295062885946782,0.0
cortex dlpfc,0.22950299599229998,0.22950299599229998,0.0
combination,0.2294891329423252,0.2294891329423252,0.0
evidence suggests,0.22942189180674485,0.22942189180674485,0.0
exhibited,0.22933052899088957,0.22933052899088957,0.0
declines,0.22929469201884875,0.22929469201884875,0.0
memory load,0.2292732904496805,0.2292732904496805,0.0
factor,0.2292427146411753,0.2292427146411753,0.0
diminished,0.2291083870221365,0.2291083870221365,0.0
benefit,0.22910520482928387,0.22910520482928387,0.0
mediate,0.2291048599068625,0.2291048599068625,0.0
motor performance,0.22900371813140485,0.22900371813140485,0.0
general linear,0.2289932455547368,0.2289932455547368,0.0
gene,0.22893560035340116,0.22893560035340116,0.0
open,0.22871704218763128,0.22871704218763128,0.0
agent,0.22854034236413587,0.22854034236413587,0.0
parietal lobes,0.2285050656754436,0.2285050656754436,0.0
true,0.2284638955515299,0.2284638955515299,0.0
gyrus insula,0.22842373229352675,0.22842373229352675,0.0
23,0.22835969909866982,0.22835969909866982,0.0
association,0.228116916372493,0.228116916372493,0.0
mapp,0.22798404445631448,0.22798404445631448,0.0
reflected,0.22776819511244065,0.22776819511244065,0.0
dynamically,0.2276877038641334,0.2276877038641334,0.0
verbs,0.22768336080650037,0.22768336080650037,0.0
calculation,0.22766968626160053,0.22766968626160053,0.0
gyrus anterior,0.227646543714244,0.227646543714244,0.0
speech production,0.22761487891343793,0.22761487891343793,0.0
probability,0.22755141840296036,0.22755141840296036,0.0
severe,0.22753877434063696,0.22753877434063696,0.0
initial,0.22751572729807423,0.22751572729807423,0.0
junction,0.22746450249446037,0.22746450249446037,0.0
primary motor,0.22741045414763794,0.22741045414763794,0.0
interpersonal,0.22741015544410173,0.22741015544410173,0.0
typical,0.2273199743824244,0.2273199743824244,0.0
achieved,0.22731915760779106,0.22731915760779106,0.0
predicting,0.2272904638427635,0.2272904638427635,0.0
behavioral level,0.2272691575250399,0.2272691575250399,0.0
generate,0.2272653880154213,0.2272653880154213,0.0
parietal cortices,0.2268898220486071,0.2268898220486071,0.0
challenging,0.22687581116394057,0.22687581116394057,0.0
women,0.2267788317756083,0.2267788317756083,0.0
young,0.2267674217354789,0.2267674217354789,0.0
contain,0.22671564844020708,0.22671564844020708,0.0
predict,0.22670590624301598,0.22670590624301598,0.0
hum mapp,0.2266812151378776,0.2266812151378776,0.0
contributing,0.22665531964313856,0.22665531964313856,0.0
facilitate,0.22663597194204382,0.22663597194204382,0.0
age controls,0.22662413598316056,0.22662413598316056,0.0
periodicals,0.22660147778362685,0.22660147778362685,0.0
wiley periodicals,0.22660147778362685,0.22660147778362685,0.0
intensity,0.22654569470849875,0.22654569470849875,0.0
daily,0.22651047893494866,0.22651047893494866,0.0
circuit,0.22650545913674497,0.22650545913674497,0.0
dlpfc,0.22639606256168754,0.22639606256168754,0.0
consequence,0.2263613932679233,0.2263613932679233,0.0
gradient,0.22629068314533005,0.22629068314533005,0.0
systems involved,0.22622329606059138,0.22622329606059138,0.0
flow,0.2262113433876836,0.2262113433876836,0.0
closely,0.22619052686136643,0.22619052686136643,0.0
10,0.22608632364936723,0.22608632364936723,0.0
immediate,0.22605758994268838,0.22605758994268838,0.0
constrained,0.22604637539782188,0.22604637539782188,0.0
reverse,0.22586809335327568,0.22586809335327568,0.0
combinations,0.22583924076638498,0.22583924076638498,0.0
awareness,0.22583100919328686,0.22583100919328686,0.0
potential,0.22577539110013517,0.22577539110013517,0.0
pairs,0.2257713452702991,0.2257713452702991,0.0
explanation,0.2256425297343938,0.2256425297343938,0.0
failure,0.22561296644719048,0.22561296644719048,0.0
adapted,0.22551511734169605,0.22551511734169605,0.0
coupled,0.22537566190753902,0.22537566190753902,0.0
investigating,0.2252123440049096,0.2252123440049096,0.0
coupling,0.22511978142708644,0.22511978142708644,0.0
inferior superior,0.22507034043498286,0.22507034043498286,0.0
include,0.22506886899480588,0.22506886899480588,0.0
preserved,0.22500017440263198,0.22500017440263198,0.0
temporal gyrus,0.2249075256357683,0.2249075256357683,0.0
course,0.22486483620265887,0.22486483620265887,0.0
rates,0.22481779774590413,0.22481779774590413,0.0
correct,0.22480108516368696,0.22480108516368696,0.0
decision,0.2247408587908429,0.2247408587908429,0.0
modulations,0.2246821605814589,0.2246821605814589,0.0
shed,0.2246778666926056,0.2246778666926056,0.0
continuous,0.22467230025916282,0.22467230025916282,0.0
age,0.22462660289117997,0.22462660289117997,0.0
contribute,0.22459538309251506,0.22459538309251506,0.0
improves,0.22459430552460144,0.22459430552460144,0.0
post hoc,0.22447327011182858,0.22447327011182858,0.0
complementary,0.22444474964064304,0.22444474964064304,0.0
operation,0.22442793654871682,0.22442793654871682,0.0
certain,0.22439765848649024,0.22439765848649024,0.0
hoc,0.22437061484946247,0.22437061484946247,0.0
main effect,0.22417262138460933,0.22417262138460933,0.0
